train loss, training reward
1078.623046875, 0.13043478260869565
352.625732421875, 0.21739130434782608
315.43231201171875, 0.13043478260869565
100.75668334960938, 0.043478260869565216
98.18359375, 0.08695652173913043
135.5732879638672, 0.043478260869565216
83.91443634033203, 0.043478260869565216
131.389892578125, 0.08695652173913043
308.1189270019531, 0.043478260869565216
106.356689453125, 0.08695652173913043
192.55300903320312, 0.043478260869565216
68.6220932006836, 0.043478260869565216
85.3346939086914, 0.01645123384253819
89.08193969726562, 0.06893850372111242
73.40922546386719, 0.02362879918696605
110.31893157958984, 0.12784958871915394
51.41936492919922, 0.06776341558950255
85.39734649658203, 0.020733831544642357
55.94582748413086, 0.14294601506877722
105.4923095703125, 0.07310285113488775
97.28787231445312, 0.08676596690697749
29.966108322143555, -5
31.461942672729492, 0.07850030585431392
21.26738739013672, 0.06294385122362439
34.300941467285156, 0.06345475910693302
49.90854263305664, 0.023501762632197415
48.18695831298828, 0.027497062279670973
31.21310806274414, 0.21728447815404336
44.1173210144043, 0.0746632920545964
28.22560691833496, 0.01139420175847908
17.95781898498535, 0.11787602820211515
27.46647834777832, 0.16051703877790835
20.54633903503418, 0.02041422201847277
30.555023193359375, 0.03678536759822204
13.740196228027344, -5
12.2072114944458, -5
13.824952125549316, 0.043478260869565216
11.648276329040527, 0.010321720074951567
21.69451904296875, 0.07285546415981198
17.25827980041504, 0.15981198589894244
9.400508880615234, 0.1645123384253819
10.381674766540527, 0.07780988979578873
10.017664909362793, 0.04128476302389346
9.136300086975098, 0.08308564318794498
19.878799438476562, 0.041650345998172085
9.709693908691406, 0.21023859398150513
14.247184753417969, 0.004567792643202647
10.808206558227539, 0.0282021151586369
10.492013931274414, 0.012925969447708578
32.87166213989258, 0.06658832745789267
33.462562561035156, 0.07473560517038777
9.029293060302734, 0.07822729561859997
20.181316375732422, 0.08016712364538452
10.23912239074707, 0.027497062279670977
16.52524757385254, 0.07971014492753623
9.212615966796875, 0.04013377926421405
25.240501403808594, 0.12228260869565218
11.841760635375977, 0.040920716112531966
10.035472869873047, 0.2495274102079395
31.854209899902344, -5
16.399721145629883, 0.10340775558166862
18.165563583374023, 0.02655699177438308
15.225807189941406, 0.02937720329024677
12.981304168701172, 0.008435227236637343
12.255839347839355, 0.04700352526439483
7.0435967445373535, 0.05271109618935706
51.618717193603516, 0.011977732306756982
39.71142578125, 0.1945945945945946
28.989974975585938, -5
24.999544143676758, 0.010235516698501422
5.466678619384766, 0.02506854680767724
7.809598922729492, -5
4.16733455657959, 0.021151586368977675
14.600602149963379, 0.03231492361927144
12.094732284545898, 0.036036036036036036
16.756376266479492, 0.07802585193889541
10.60930061340332, 0.018605562083822955
6.962852478027344, 0.03726708074534161
10.04194450378418, 0.11739130434782609
3.1241304874420166, 0.039525691699604744
56.740203857421875, 0.0802675585284281
39.119544982910156, 0.08115942028985507
20.806293487548828, 0.08184143222506393
17.269643783569336, -5
16.607364654541016, 0.009400705052878966
36.090721130371094, 0.05640423031727379
38.933311462402344, 0.03840682788051209
42.79710388183594, -5
29.083404541015625, 0.01651475211992251
29.608112335205078, 0.016686251468860165
30.69890594482422, 0.01605742052275542
26.00724220275879, -5
79.67650604248047, 0.01768348842379395
17.190692901611328, 0.06092673166703719
23.44010353088379, 0.026467461250069945
31.299083709716797, 0.005819484080353645
48.09737014770508, 0.043478260869565216
155.048583984375, 0.007791575359142927
93.51029205322266, 0.03055229142185664
48.55668640136719, 0.01762632197414806
27.68767738342285, 0.01961493265841092
143.94374084472656, 0.021319456102064798
34.61606979370117, 0.048178613396004696
35.665374755859375, 0.04979832946930479
24.749786376953125, 0.06084345214779997
120.99372863769531, 0.09686083599127077
11.328292846679688, 0.06652020640678485
19.25188636779785, 0.23501762632197415
26.29896354675293, 0.03290246768507638
179.19534301757812, 0.01527614571092832
44.54708480834961, 0.11124167645906777
15.886104583740234, 0.09518213866039953
29.561359405517578, 0.05291072506113634
13.65144157409668, 0.09332673634733131
40.68077850341797, 0.03172737955346651
14.412355422973633, 0.06559128298258733
45.729496002197266, 0.03326010320339243
74.43341827392578, -5
22.823606491088867, -5
19.805164337158203, 0.050477698870893574
44.916629791259766, 0.08108108108108109
21.651073455810547, 0.08108108108108109
36.90302276611328, 0.16216216216216217
19.87204360961914, 0.08108108108108109
10.37260627746582, 0.02702702702702703
56.822608947753906, 0.16216216216216217
77.17607116699219, 0.21621621621621623
31.76055145263672, 0.05405405405405406
40.46271896362305, 0.02702702702702703
98.31920623779297, 0.05405405405405406
42.22966003417969, 0.02702702702702703
26.69736099243164, 0.02702702702702703
15.858844757080078, 0.02702702702702703
17.003978729248047, 0.02702702702702703
15.843936920166016, 0.08108108108108109
37.933860778808594, 0.02702702702702703
21.384578704833984, 0.02702702702702703
54.35923767089844, 0.10810810810810811
20.858104705810547, 0.02702702702702703
17.458833694458008, 0.05405405405405406
21.488140106201172, 0.13513513513513514
10.384358406066895, 0.10810810810810811
17.97892951965332, 0.05405405405405406
21.046186447143555, 0.32432432432432434
20.393648147583008, 0.08225616921269095
19.25674057006836, 0.003864734299516908
18.292139053344727, 0.0016538277407842626
18.536945343017578, 0.32755581668625144
12.774445533752441, 0.0975686110821246
8.575016021728516, 0.004279922023752811
17.105052947998047, 0.0017180181692520117
9.14200210571289, 0.014131304378072886
21.274585723876953, 0.0016918959339640891
8.286062240600586, 0.005127657301570345
6.75562047958374, 0.00578982906679223
13.207805633544922, -5
29.173673629760742, 0.13043478260869565
11.794647216796875, 0.05383809191094737
50.33483123779297, 0.01846567063958368
20.684085845947266, 0.05623484824424895
8.936866760253906, 0.14354153484588267
19.371200561523438, 0.008617312965139052
7.004965782165527, 0.03260869565217391
5.724751949310303, 0.01621448389956028
8.611089706420898, -5
12.100459098815918, 0.008315119948492452
14.859504699707031, 0.164275588482404
20.589279174804688, 0.011537228928533278
28.207645416259766, 0.043478260869565216
13.949522018432617, 0.13043478260869565
19.289382934570312, 0.13043478260869565
12.586551666259766, 0.043478260869565216
15.095468521118164, 0.043478260869565216
11.67953109741211, 0.08695652173913043
13.730999946594238, 0.13043478260869565
9.183439254760742, 0.043478260869565216
13.532184600830078, 0.043478260869565216
9.695103645324707, 0.17391304347826086
16.58740997314453, 0.059204557850651957
5.739573001861572, 0.06698002350176263
5.700252532958984, 0.0023501762632197414
3.4627435207366943, 0.005875440658049354
3.2020342350006104, 0.018409714061887975
5.8882646560668945, 0.024676850763807285
5.285266399383545, 0.008009654778162416
9.422554016113281, 0.09165687426556993
10.349703788757324, 0.004227935338393623
6.275952339172363, 0.46321974148061107
5.053318023681641, 0.11771317631431052
4.271237373352051, 0.00641258435158195
3.07082200050354, 0.0032187196648444283
5.098902702331543, -5
9.650792121887207, 0.10810810810810811
10.359718322753906, 0.02702702702702703
19.173969268798828, 0.08108108108108109
23.071691513061523, 0.05405405405405406
